CID,IsomericSMILES,Descriptors,Alcohol,Animal Body,Aquatic,Balsamic,Chemicals,Earthy,Flower,Fruity,Gourmand,Green,Herbal,Savory,Smoky,Spices,Sulfur,Woody
16867,CC1=NCCS1,"['Earthy', 'Smoky', 'Savory', 'Gourmand', 'Green', 'Sulfur']",0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0
16872,CCCCCCOC(=O)C(C)C,"['Green', 'Fruity', 'Alcohol']",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
16899,CCCCCC=CC=CC=O,"['Green', 'Savory', 'Fruity']",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
16900,CCCCCC=CC=O,"['Savory', 'Green']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
16907,COC(=O)CS,"['Green', 'Sulfur', 'Fruity']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
16912,CCCCC(C)(C)CO,"['Green', 'Alcohol']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16913,CC1(C2CCC1(C(C2)(C)O)C)C,['Earthy'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16925,CC1=NC2=CC=CC=C2N=C1C,"['Savory', 'Smoky', 'Earthy', 'Gourmand']",0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
16997,CCC1C=CC(=O)O1,"['Green', 'Fruity', 'Spices', 'Gourmand']",0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
17000,CC1CCCC(C1=O)(C)C,"['Alcohol', 'Gourmand', 'Woody', 'Smoky']",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
17004,CC1=CC(=C(C=C1)O)C(C)(C)C,['Chemicals'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17008,CC(C)CCC(=O)OC,"['Savory', 'Fruity']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
17016,CC1=C(C(=C(C=C1)C)O)C,"['Chemicals', 'Woody', 'Smoky', 'Spices']",0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
17029,CCCCCCCCC=CCCCCCCCC=O,['Savory'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17090,CC(CCC=C(C)C)C=C,"['Green', 'Fruity', 'Flower', 'Chemicals']",0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
17092,CCCCCCCCCCCC#N,"['Chemicals', 'Fruity', 'Savory', 'Woody', 'Spices']",0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
17100,CC1=CCC(CC1)C(C)(C)O,"['Flower', 'Chemicals', 'Fruity', 'Spices', 'Woody', 'Herbal', 'Green']",0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1
17121,CCCCCC(C=C)OC(=O)C,"['Flower', 'Fruity', 'Earthy', 'Savory', 'Herbal', 'Green']",0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0
17129,CCC(C)COC(=O)C(C)CC,"['Green', 'Fruity', 'Balsamic']",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
17130,CC1=CC2=CC=CC=C2OC1=O,['Green'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17131,CC1=CC2=C(C=C1)C=CC(=O)O2,"['Fruity', 'Earthy', 'Woody', 'Green', 'Animal Body']",0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
17166,CCCCCCC=CC=O,"['Flower', 'Fruity', 'Balsamic', 'Savory', 'Green']",0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0
17167,CCCCC=CC=O,"['Savory', 'Gourmand', 'Green']",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
17198,CC(=O)C1=CC(=C(C(=C1)OC)O)OC,"['Chemicals', 'Spices', 'Gourmand', 'Balsamic']",0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
17236,CC(=C)C(=O)OCC1=CC=CC=C1,"['Green', 'Flower']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
17243,CCCC=CCOC(=O)C,"['Green', 'Fruity']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
17244,CCC(=O)C=CC,"['Chemicals', 'Alcohol', 'Fruity', 'Spices', 'Green']",1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
17262,CC(=O)CC1=CC(=C(C=C1)O)OC,"['Earthy', 'Gourmand', 'Balsamic']",0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
17355,CC(=O)CCC1=CC=CC=C1,"['Green', 'Flower', 'Balsamic']",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
17356,C1CCC(CC1)SSC2CCCCC2,"['Fruity', 'Earthy', 'Smoky', 'Savory', 'Gourmand', 'Green']",0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0
17365,CCOC(=O)COC1=CC=CC=C1,"['Green', 'Flower']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
17379,CCCCOCOCCCC,"['Alcohol', 'Fruity', 'Chemicals']",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
17525,CCCCCCOC(=O)CCC,"['Green', 'Savory', 'Fruity', 'Balsamic']",0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
17586,CCC(C)OCC,"['Flower', 'Alcohol', 'Chemicals', 'Fruity', 'Woody']",1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
17617,C=CCOC(=O)CCC1CCCCC1,"['Fruity', 'Balsamic']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
17623,CC(=O)NC1=CC=CC=C1C(=O)OC,['Fruity'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17685,CCC(=O)OC1CC2(CCC1C2(C)C)C,"['Flower', 'Alcohol', 'Fruity', 'Earthy', 'Balsamic', 'Woody', 'Green']",1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1
17691,CC1=CC(=O)CC1,"['Chemicals', 'Savory', 'Fruity', 'Gourmand']",0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
17696,CC1SC(SC(S1)C)C,"['Savory', 'Sulfur', 'Fruity']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
17697,CCCCCCCCCCCCCCC=O,"['Flower', 'Balsamic']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
17739,CCCC1=CC(=C(C=C1)O)OC,"['Flower', 'Chemicals', 'Alcohol', 'Balsamic', 'Spices']",1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
17816,CC(C)CC(=O)OCC=C,"['Alcohol', 'Fruity']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17868,CC1=CCC2(C1C2)C(C)C,"['Green', 'Woody']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
17898,CC1=NC=CN=C1OC,"['Savory', 'Smoky', 'Gourmand']",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
18015,CCCCCCCCCCCCCCCCS,"['Savory', 'Sulfur']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
18027,CCCCCCCCCCCCCCCC(=O)C,['Savory'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18064,CSS(=O)(=O)C,"['Alcohol', 'Smoky', 'Savory', 'Gourmand', 'Sulfur']",1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
18280,CC(C)C(C)C(C)(C)O,"['Fruity', 'Woody', 'Earthy']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
18309,CC1CCCC(C1)(C)C,['Green'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18458,CCC=C(C)C(=O)O,"['Alcohol', 'Fruity', 'Savory', 'Woody', 'Gourmand', 'Animal Body']",1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1
18467,COC1=NC=CN=C1,"['Alcohol', 'Earthy', 'Smoky', 'Savory', 'Gourmand', 'Green']",1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0
18522,CC1C(=O)CCO1,"['Alcohol', 'Savory', 'Smoky', 'Gourmand']",1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
18554,CCC1=CC=CO1,"['Alcohol', 'Chemicals', 'Earthy', 'Smoky', 'Savory', 'Gourmand']",1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0
18635,CSCCC=O,"['Savory', 'Earthy', 'Gourmand']",0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
18686,CCOC(=O)C1CCCCC1,"['Alcohol', 'Savory', 'Fruity', 'Sulfur']",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
18698,CCCCC1CCCC(=O)O1,"['Savory', 'Fruity', 'Green', 'Gourmand']",0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
18744,C1=CC=C(C=C1)CC(C2=CC=CC=C2)C(=O)O,"['Flower', 'Gourmand']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
18756,CC(=CCC=C(C)C=C)C,"['Flower', 'Chemicals', 'Fruity', 'Savory', 'Woody', 'Green']",0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1
18818,CC(C)C12CCC(=C)C1C2,"['Chemicals', 'Fruity', 'Spices', 'Woody', 'Green']",0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
18826,C1CCCCC(=O)OCCCCCOCCCC1,['Animal Body'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18827,CCCCCC(C=C)O,"['Green', 'Savory', 'Flower', 'Earthy']",0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
18898,CC(=O)C1=C(C=CO1)O,"['Smoky', 'Fruity', 'Gourmand']",0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
18938,CC(CCO)CC(C)(C)C,"['Flower', 'Chemicals', 'Fruity', 'Earthy', 'Woody', 'Herbal', 'Green']",0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1
19089,COCCC1=CC=CC=C1,"['Flower', 'Chemicals', 'Fruity', 'Green', 'Sulfur']",0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0
19137,CC(=O)CCC1=CC=C(C=C1)OC(=O)C,"['Fruity', 'Woody', 'Gourmand']",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
19165,CC1=CC(=CC=C1)OC2=CC=CC=C2,"['Flower', 'Fruity']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
19188,C1=CC=C(C=C1)OCC(=O)O,"['Savory', 'Gourmand']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
19223,CC(CCCC(C)(C)OC)CC=O,['Flower'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19243,C[C@@H]1CC[C@@H](C(C1)O)C(C)C,"['Woody', 'Earthy', 'Herbal']",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
19244,C[C@@H]1CC[C@@H]([C@@H](C1)O)C(C)C,"['Woody', 'Earthy', 'Herbal']",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
19309,CC1C(=O)C(=C(O1)C)O,"['Savory', 'Gourmand', 'Fruity', 'Smoky']",0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0
19310,CSSSC,"['Alcohol', 'Chemicals', 'Aquatic', 'Savory', 'Green', 'Sulfur']",1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
19315,CC(=O)CCCCC=C,"['Savory', 'Green']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
19499,CC=CC(=O)O,"['Savory', 'Gourmand', 'Smoky']",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
19543,CC(=C)CC(=O)C,"['Chemicals', 'Alcohol', 'Smoky', 'Savory', 'Herbal']",1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
19602,CCCCCC1=CC=CO1,"['Chemicals', 'Fruity', 'Earthy', 'Savory', 'Green']",0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0
19603,CCCCCCCC1=CC=CO1,"['Fruity', 'Smoky', 'Savory', 'Woody', 'Gourmand', 'Green']",0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1
19633,CC(=CCCC(=CCCC(=O)C)C)C,"['Green', 'Fruity', 'Flower', 'Chemicals']",0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
19695,CCOC(CC(C)C)OCC,"['Chemicals', 'Alcohol', 'Fruity', 'Savory', 'Gourmand', 'Green', 'Sulfur']",1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0
19707,CCCC(=O)C(=O)C,"['Chemicals', 'Savory', 'Fruity', 'Gourmand']",0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
19725,CC1=CCC2C3C1C2(CCC3C(C)C)C,"['Spices', 'Woody', 'Gourmand']",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
19754,CCCSC,"['Green', 'Savory', 'Gourmand']",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
19793,CC1(CC(C2=CC=CC=C21)(C)C3=CC=CC=C3)C,"['Animal Body', 'Woody']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19801,CCCCCCCC=CC=O,"['Flower', 'Chemicals', 'Fruity', 'Savory', 'Green']",0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0
19802,CC(C)CC(=O)OCC=C(C)CCC=C(C)C,"['Flower', 'Alcohol', 'Chemicals', 'Fruity', 'Green']",1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
19838,CCOC(=O)C(C)(C)C,"['Alcohol', 'Fruity']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19844,COC1=C(C=CC(=C1)C(=O)OC)O,"['Flower', 'Chemicals', 'Spices', 'Gourmand', 'Green']",0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
19878,CC(C)(C)C1=CC=NC=C1,"['Green', 'Woody', 'Smoky']",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
20046,CC1C(CCC1(C)O)C(=C)C,"['Fruity', 'Spices', 'Woody']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
20063,CCCSCC,['Savory'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20083,CCCCCCC(C)O,"['Flower', 'Fruity', 'Earthy', 'Savory', 'Woody', 'Spices', 'Herbal', 'Green']",0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1
20200,CCC=CCC(=O)O,"['Savory', 'Fruity']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
20219,CCCCCCCC(=O)OCC=C,"['Chemicals', 'Alcohol', 'Fruity', 'Balsamic', 'Savory', 'Green']",1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0
20263,CC1=CC2=CC=CC=C2O1,"['Chemicals', 'Smoky']",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
20307,CCC=CC=CC=O,"['Green', 'Fruity', 'Spices', 'Alcohol']",1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
20350,CC1=CCC(CC1)C(=O)O,"['Animal Body', 'Woody']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20354,CCCC(=O)OC1=CC=CC=C1,"['Fruity', 'Flower', 'Gourmand']",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
20357,CCCCCCC1OCC(O1)C,"['Green', 'Savory', 'Fruity']",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
20358,C1CCC(CC1)OC=O,"['Alcohol', 'Fruity', 'Chemicals', 'Gourmand']",1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
20378,COC(C=CC1=CC=CC=C1)OC,"['Green', 'Spices']",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
20446,CC=C(C=O)C1=CC=CC=C1,"['Flower', 'Earthy', 'Gourmand']",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
20487,C1CCC2C(C1)CCC(=O)O2,"['Fruity', 'Balsamic', 'Savory', 'Woody', 'Spices', 'Gourmand', 'Green']",0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1
20499,C1=COC(=C1)CSSCC2=CC=CO2,"['Savory', 'Smoky', 'Gourmand', 'Sulfur']",0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
20508,C1CCC(CC1)CCO,"['Green', 'Flower', 'Woody', 'Balsamic']",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
20534,CCCCC1=CC=CO1,"['Alcohol', 'Fruity', 'Earthy', 'Smoky', 'Savory', 'Spices']",1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0
20590,CC1=CCC(C1(C)C)C(=O)C,"['Savory', 'Woody', 'Green']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
20653,CCCCC(C)C(=O)O,"['Alcohol', 'Fruity', 'Smoky', 'Savory', 'Gourmand']",1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0
20739,CC(C)C1CCC(CC1)O,"['Flower', 'Chemicals', 'Woody', 'Green', 'Animal Body']",0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
20745,CC(CCC=C(C)C)O,"['Green', 'Savory', 'Fruity', 'Flower']",0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
20748,COC(=O)C1CCCCC1,"['Savory', 'Fruity', 'Flower', 'Herbal']",0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
20756,CCCC(=O)C=CC,"['Alcohol', 'Chemicals']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20797,CC1CC(=O)C=C2C1(CC(CC2)C(=C)C)C,"['Fruity', 'Woody']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20799,CC=C(C)CO,['Green'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20858,CCC(OCC)OCC,"['Alcohol', 'Fruity', 'Woody', 'Chemicals']",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
20859,CCC(OC)OC,"['Alcohol', 'Fruity', 'Woody', 'Chemicals']",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
20861,CCC1=CC=C(C=C1)C=O,"['Green', 'Fruity', 'Spices', 'Gourmand']",0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
20928,CCCC(C=C)O,"['Alcohol', 'Chemicals', 'Green']",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
20959,CCCCCC1CCCC1=O,"['Green', 'Flower', 'Fruity']",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
20967,CCCCCCCCCC=CC=O,"['Green', 'Fruity']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
20970,C1CSCS1,"['Savory', 'Sulfur']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
20995,CCCCCC1=CC=CS1,"['Fruity', 'Earthy', 'Smoky', 'Savory', 'Gourmand', 'Sulfur']",0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0
21003,C1CCC(C1)C2CCCC2=O,"['Flower', 'Chemicals', 'Fruity', 'Woody', 'Herbal', 'Green', 'Animal Body']",0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1
21006,CCCCCCCCOC(=O)CCCCC,"['Green', 'Fruity', 'Chemicals']",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
21057,CCCCC(C=C)O,"['Chemicals', 'Fruity', 'Earthy', 'Savory', 'Spices', 'Green']",0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0
21059,CCC1=C(C(=O)C=CO1)O,"['Fruity', 'Gourmand']",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
21085,CC(C)CCCC(C)C=C,"['Green', 'Woody']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21108,CC(=O)CCCCCC=C,"['Savory', 'Fruity']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
21244,CC(C)C=CC(=O)C,"['Savory', 'Fruity']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
21265,CC(=CCOC(=O)C1=CC=CC=C1)C,"['Flower', 'Fruity', 'Balsamic', 'Herbal', 'Gourmand', 'Green']",0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0
21363,C1CCC(CC1)CC(=O)O,"['Alcohol', 'Earthy', 'Balsamic', 'Savory', 'Gourmand']",1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
21458,CC(C)C=CC=O,"['Alcohol', 'Chemicals', 'Fruity', 'Savory', 'Woody', 'Spices', 'Green']",1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1
21503,CCCCCCOC(C)OCCCCCC,"['Flower', 'Chemicals', 'Alcohol', 'Fruity', 'Balsamic', 'Green', 'Sulfur']",1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0
21574,CC(CC=O)CC(C)(C)C,"['Chemicals', 'Fruity', 'Savory', 'Woody', 'Spices', 'Green', 'Sulfur']",0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1
21595,CCOC(=O)CC1CCCCC1,"['Fruity', 'Flower']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
21596,CCCCCCC(=O)OCCCC,"['Alcohol', 'Fruity', 'Spices', 'Green', 'Animal Body']",1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
21606,CCCCCCCC(=O)OC(C)C,"['Flower', 'Alcohol', 'Fruity', 'Savory', 'Woody', 'Green']",1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
21625,CCOC(=O)CCS,"['Savory', 'Sulfur', 'Fruity', 'Animal Body']",0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
21648,CC(=O)CCC1=CC=C(C=C1)O,"['Fruity', 'Woody', 'Flower', 'Gourmand']",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
21671,CC1=CCC(CC1)C(C)C,['Fruity'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21768,CC(=CCCC(=CC#N)C)C,"['Chemicals', 'Fruity']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
21813,CCC(C)CCCCCCC(=O)O,"['Savory', 'Balsamic']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
21828,CC1SCCS1,"['Savory', 'Sulfur', 'Smoky']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
21895,C1C(OC(O1)CC2=CC=CC=C2)CO,"['Green', 'Flower', 'Gourmand']",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
22201,CC1=NC=CN=C1C,"['Earthy', 'Smoky', 'Savory', 'Gourmand', 'Green']",0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0
22227,C[C@@H]1CC[C@H](CC1=O)C(=C)C,"['Green', 'Herbal']",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
22310,CC1(CCC(O1)C(C)(C)O)C=C,"['Flower', 'Earthy', 'Balsamic', 'Savory', 'Woody', 'Gourmand', 'Green']",0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1
22311,CC1=CCC(CC1)C(=C)C,"['Chemicals', 'Alcohol', 'Fruity', 'Balsamic', 'Woody', 'Gourmand', 'Green']",1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1
22329,CC1SCCCS1,['Sulfur'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22383,CCCSSSCCC,"['Alcohol', 'Fruity', 'Savory', 'Green', 'Sulfur']",1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
22386,CCCC(C)O,"['Chemicals', 'Alcohol', 'Fruity', 'Earthy', 'Green', 'Sulfur']",1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0
22556,CCCCCCCCCCC(=O)C,"['Savory', 'Fruity', 'Flower', 'Balsamic']",0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0
22568,CC(=O)OCCOC1=CC=CC=C1,"['Green', 'Fruity', 'Flower']",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
22629,CCCCCCOC(=O)C1=CC=CC=C1O,"['Flower', 'Fruity', 'Balsamic', 'Spices', 'Green']",0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0
22692,CCCCCCCCCCCCOC(=O)C(C)O,"['Savory', 'Fruity', 'Smoky']",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
22819,C1CC2=CC=CC=C2C1O,"['Chemicals', 'Woody', 'Smoky']",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
22873,CCCCCCOC(=O)CCCCC,"['Flower', 'Fruity', 'Balsamic', 'Savory', 'Green']",0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0
23110,CSCCSC,"['Savory', 'Sulfur']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
23173,C1CCCCCOCCCCOC(=O)CCCC1,"['Animal Body', 'Fruity', 'Woody', 'Balsamic']",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
23203,CCCCC=CC=CC=O,"['Green', 'Savory', 'Fruity', 'Flower']",0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
23234,CCC=CCC=O,"['Green', 'Savory', 'Fruity', 'Alcohol']",1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
23235,CCCCCCOC(=O)C1=CC=CC=C1,"['Green', 'Flower', 'Woody', 'Balsamic']",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
23347,C1=CSC(=C1)SSC2=CC=CS2,"['Savory', 'Earthy']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
23367,CCCCCC(=O)OCC1=CC=CC=C1,"['Green', 'Fruity', 'Flower']",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
23368,CC(C)OC(=O)CCCCC(=O)OC(C)C,"['Savory', 'Fruity']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23376,CC(=O)CC(=O)OC1CCCCC1,"['Fruity', 'Gourmand']",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
23518,CCCCCCCCCCCCCCC(=O)OC,"['Savory', 'Balsamic']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
23534,CCOC(C(C)CC1=CC=C(C=C1)C(C)C)OCC,"['Savory', 'Flower', 'Green']",0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
23535,CC(=CCCC(C)(C=C)OC(=O)C1=CC=CC=C1N)C,"['Green', 'Fruity', 'Woody', 'Flower']",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
23642,COC1=CC=CC=C1S,"['Chemicals', 'Earthy', 'Smoky', 'Savory', 'Spices', 'Gourmand', 'Sulfur']",0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0
23686,CC1=NC2=CC=CC=C2N=C1,"['Savory', 'Gourmand', 'Fruity', 'Smoky']",0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0
23716,CCCCCCCCCCOC,['Aquatic'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23726,CCCCOC(=O)C=CC,"['Green', 'Fruity', 'Woody', 'Alcohol']",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
23832,CCCCCC=CC(=O)OCC,"['Green', 'Savory', 'Fruity', 'Balsamic']",0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
23906,CCCCC(CC)COC(=O)C(CC)CCCC,['Fruity'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24020,CCC(C)C(=O)OCC,"['Green', 'Fruity', 'Alcohol']",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
24096,CC(C)OC(=O)CCCCCCCCC(=O)OC(C)C,"['Alcohol', 'Chemicals']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
